Table,Field,Type,PK,FK,References,Description
products,views,integer,FALSE,FALSE,,View count
products,likes,integer,FALSE,FALSE,,Like count
products,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
products,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
products,expiresAt,timestamp,FALSE,FALSE,,Expiration date
products,harvestDate,date,FALSE,FALSE,,Harvest date
categories,id,uuid,TRUE,FALSE,,Primary key
categories,name,string,FALSE,FALSE,,Category name
product_images,id,uuid,TRUE,FALSE,,Primary key
product_images,productId,uuid,FALSE,TRUE,products.id,Foreign key to products
product_images,imageData,json,FALSE,FALSE,,Image data
product_images,isPrimary,boolean,FALSE,FALSE,,Primary image flag
product_images,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
saved_products,id,uuid,TRUE,FALSE,,Primary key
saved_products,userId,uuid,FALSE,TRUE,users.id,Foreign key to users
saved_products,productId,uuid,FALSE,TRUE,products.id,Foreign key to products
saved_products,savedDate,timestamp,FALSE,FALSE,,Save date
saved_products,isActive,boolean,FALSE,FALSE,,Active status
saved_products,notes,text,FALSE,FALSE,,User notes
saved_products,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
saved_products,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
offers,id,uuid,TRUE,FALSE,,Primary key
offers,productId,uuid,FALSE,TRUE,products.id,Foreign key to products
offers,buyerId,uuid,FALSE,TRUE,users.id,Foreign key to users (buyer)
offers,sellerId,uuid,FALSE,TRUE,users.id,Foreign key to users (seller)
offers,conversationId,uuid,FALSE,TRUE,conversations.id,Foreign key to conversations
offers,cancelledBy,uuid,FALSE,TRUE,users.id,Foreign key to users (cancelled by)
offers,statusId,uuid,FALSE,TRUE,status_types.id,Foreign key to status_types
offers,offerPrice,decimal,FALSE,FALSE,,Offer price
offers,quantity,integer,FALSE,FALSE,,Offer quantity
offers,status,string,FALSE,FALSE,,Offer status
offers,message,text,FALSE,FALSE,,Offer message
offers,deliveryDate,date,FALSE,FALSE,,Delivery date
offers,paymentMethod,string,FALSE,FALSE,,Payment method
offers,deliveryAddress,json,FALSE,FALSE,,Delivery address
offers,specialInstructions,text,FALSE,FALSE,,Special instructions
offers,isCounterOffer,boolean,FALSE,FALSE,,Counter offer flag
offers,parentOfferId,uuid,FALSE,FALSE,,Parent offer ID
offers,acceptedAt,timestamp,FALSE,FALSE,,Acceptance timestamp
offers,rejectedAt,timestamp,FALSE,FALSE,,Rejection timestamp
offers,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
offers,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
conversations,id,uuid,TRUE,FALSE,,Primary key
conversations,productId,uuid,FALSE,TRUE,products.id,Foreign key to products
conversations,buyerId,uuid,FALSE,TRUE,users.id,Foreign key to users (buyer)
conversations,sellerId,uuid,FALSE,TRUE,users.id,Foreign key to users (seller)
conversations,lastMessage,text,FALSE,FALSE,,Last message content
conversations,unreadCount,integer,FALSE,FALSE,,Unread message count
conversations,isActive,boolean,FALSE,FALSE,,Active status
conversations,lastMessageAt,timestamp,FALSE,FALSE,,Last message timestamp
conversations,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
conversations,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
conversations,archivedAt,timestamp,FALSE,FALSE,,Archive timestamp
messages,id,uuid,TRUE,FALSE,,Primary key
messages,conversationId,uuid,FALSE,TRUE,conversations.id,Foreign key to conversations
messages,senderId,uuid,FALSE,TRUE,users.id,Foreign key to users (sender)
messages,content,text,FALSE,FALSE,,Message content
messages,messageType,string,FALSE,FALSE,,Message type
messages,isRead,boolean,FALSE,FALSE,,Read status
messages,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
offer_reviews,id,uuid,TRUE,FALSE,,Primary key
offer_reviews,reviewerId,uuid,FALSE,TRUE,users.id,Foreign key to users (reviewer)
offer_reviews,offerId,uuid,FALSE,TRUE,offers.id,Foreign key to offers
offer_reviews,revieweeId,uuid,FALSE,TRUE,users.id,Foreign key to users (reviewee)
offer_reviews,rating,integer,FALSE,FALSE,,Rating (1-5)
offer_reviews,comment,text,FALSE,FALSE,,Review comment
offer_reviews,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
offer_reviews,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
offer_timeline,id,uuid,TRUE,FALSE,,Primary key
offer_timeline,userId,uuid,FALSE,TRUE,users.id,Foreign key to users
offer_timeline,offerId,uuid,FALSE,TRUE,offers.id,Foreign key to offers
offer_timeline,action,string,FALSE,FALSE,,Timeline action
offer_timeline,description,text,FALSE,FALSE,,Action description
offer_timeline,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
offer_timeline,metadata,json,FALSE,FALSE,,Additional metadata
user_ratings,id,uuid,TRUE,FALSE,,Primary key
user_ratings,userId,uuid,FALSE,TRUE,users.id,Foreign key to users
user_ratings,rating,integer,FALSE,FALSE,,Rating value
user_ratings,comment,text,FALSE,FALSE,,Rating comment
user_ratings,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
user_ratings,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
user_ratings,isActive,boolean,FALSE,FALSE,,Active status
locations,id,uuid,TRUE,FALSE,,Primary key
locations,country,string,FALSE,FALSE,,Country name
locations,state,string,FALSE,FALSE,,State/Province
locations,city,string,FALSE,FALSE,,City name
locations,district,string,FALSE,FALSE,,District name
delivery_options,id,uuid,TRUE,FALSE,,Primary key
delivery_options,name,string,FALSE,FALSE,,Delivery option name
payment_terms,id,uuid,TRUE,FALSE,,Primary key
payment_terms,name,string,FALSE,FALSE,,Payment term name
status_types,id,uuid,TRUE,FALSE,,Primary key
status_types,name,string,FALSE,FALSE,,Status type name
seller_custom_delivery_options,id,uuid,TRUE,FALSE,,Primary key
seller_custom_delivery_options,seller_id,uuid,FALSE,TRUE,users.id,Foreign key to users (seller)
seller_custom_delivery_options,name,string,FALSE,FALSE,,Custom delivery option name
seller_custom_delivery_options,description,text,FALSE,FALSE,,Custom delivery option description
seller_custom_delivery_options,isActive,boolean,FALSE,FALSE,,Active status
seller_custom_delivery_options,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
seller_custom_delivery_options,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
seller_custom_payment_terms,id,uuid,TRUE,FALSE,,Primary key
seller_custom_payment_terms,seller_id,uuid,FALSE,TRUE,users.id,Foreign key to users (seller)
seller_custom_payment_terms,name,string,FALSE,FALSE,,Custom payment term name
seller_custom_payment_terms,description,text,FALSE,FALSE,,Custom payment term description
seller_custom_payment_terms,isActive,boolean,FALSE,FALSE,,Active status
seller_custom_payment_terms,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
seller_custom_payment_terms,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
user_business,id,uuid,TRUE,FALSE,,Primary key
user_business,userId,uuid,FALSE,TRUE,users.id,Foreign key to users
user_business,businessId,uuid,FALSE,TRUE,business_details.id,Foreign key to business_details
user_business,role,string,FALSE,FALSE,,User role in business
user_business,isActive,boolean,FALSE,FALSE,,Active status
email_management,id,uuid,TRUE,FALSE,,Primary key
email_management,userId,uuid,FALSE,TRUE,users.id,Foreign key to users
email_management,emailType,string,FALSE,FALSE,,Email type
email_management,subject,string,FALSE,FALSE,,Email subject
email_management,content,text,FALSE,FALSE,,Email content
email_management,status,string,FALSE,FALSE,,Email status
email_management,sentAt,timestamp,FALSE,FALSE,,Sent timestamp
email_management,deliveredAt,timestamp,FALSE,FALSE,,Delivered timestamp
email_management,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
verification_codes,id,uuid,TRUE,FALSE,,Primary key
verification_codes,userId,uuid,FALSE,TRUE,users.id,Foreign key to users
verification_codes,code,string,FALSE,FALSE,,Verification code
verification_codes,type,string,FALSE,FALSE,,Code type
verification_codes,expiresAt,timestamp,FALSE,FALSE,,Expiration timestamp
verification_codes,isUsed,boolean,FALSE,FALSE,,Used status
verification_codes,attempts,integer,FALSE,FALSE,,Attempt count
verification_codes,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
verification_codes,usedAt,timestamp,FALSE,FALSE,,Used timestamp
verification_codes,ipAddress,string,FALSE,FALSE,,IP address
verification_codes,userAgent,string,FALSE,FALSE,,User agent
verification_requests,id,uuid,TRUE,FALSE,,Primary key
verification_requests,userId,uuid,FALSE,TRUE,users.id,Foreign key to users
verification_requests,reviewedBy,uuid,FALSE,TRUE,users.id,Foreign key to users (reviewer)
verification_requests,requestType,string,FALSE,FALSE,,Request type
verification_requests,status,string,FALSE,FALSE,,Request status
verification_requests,documents,json,FALSE,FALSE,,Submitted documents
verification_requests,rejectionReason,text,FALSE,FALSE,,Rejection reason
verification_requests,notes,text,FALSE,FALSE,,Reviewer notes
verification_requests,submittedAt,timestamp,FALSE,FALSE,,Submission timestamp
verification_requests,reviewedAt,timestamp,FALSE,FALSE,,Review timestamp
verification_requests,expiresAt,timestamp,FALSE,FALSE,,Expiration timestamp
verification_requests,priority,string,FALSE,FALSE,,Request priority
verification_requests,isUrgent,boolean,FALSE,FALSE,,Urgent flag
verification_requests,assignedTo,uuid,FALSE,TRUE,users.id,Foreign key to users (assigned to)
verification_requests,createdAt,timestamp,FALSE,FALSE,,Creation timestamp
verification_requests,updatedAt,timestamp,FALSE,FALSE,,Last update timestamp
verification_requests,metadata,json,FALSE,FALSE,,Additional metadata
verification_requests,attachments,json,FALSE,FALSE,,File attachments
verification_requests,reviewHistory,json,FALSE,FALSE,,Review history
verification_requests,complianceNotes,text,FALSE,FALSE,,Compliance notes
verification_requests,riskLevel,string,FALSE,FALSE,,Risk assessment level
